Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,AAPL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Close,High,Low,Open,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,209.72000122070312,211.83999633789062,202.58999633789062,205.75,64116400,226.86416416696267,228.79517959293358,224.63453544627717,225.4407958984375,38052200,164.24437113378522,164.80168425036075,160.75129755216656,162.06494140625,16407400,408.2103576660156,412.58474406521935,404.939496621488,412.46544730687265,14882700,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,29045000
2024-08-29,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,62308800,229.03408635152135,231.8410150307569,227.8197366882459,228.7255096435547,51906300,163.5179092393471,165.16991053075353,159.47748368909194,161.00010681152344,19699800,410.7156982421875,419.5937196899045,408.21037518945246,412.52511339470357,17045200,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,26407800
2024-08-30,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156,63370600,229.123652992766,229.33267166766268,226.42620031745173,227.9391632080078,52990800,161.83604601344157,162.8710409450861,160.91053659277384,162.59239196777344,22123800,414.7122802734375,415.0602190186727,409.7314285183125,413.18123450252676,24308300,172.77999877929688,178.89999389648438,172.60000610351562,178.5,43429400
2024-09-03,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562,76714200,227.4912604304481,227.9391727978887,220.1454429272487,221.738037109375,50190600,160.94040780103785,161.06978597750356,155.7256624721741,156.60142517089844,38945300,407.0570983886719,417.43634095322227,404.66112073149435,415.47780496274754,20313600,177.5500030517578,178.25999450683594,175.25999450683594,176.25,37817500
2024-09-04,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938,80651800,220.6331648046219,220.75260404502964,216.47252073588626,219.82691955566406,43840200,155.9047798396124,158.23349556383252,155.2081574244905,155.69578552246094,19353800,406.5202331542969,408.8466109265116,402.01659855552833,403.5476443909062,15135800,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,30309200
2024-09-05,223.49000549316406,235.0,222.25,230.1699981689453,119355000,220.60331260233696,224.43546851590304,220.49382156548631,221.34983825683594,36615400,155.54652368100116,158.6813323223821,155.22805902416937,156.48199462890625,18688700,406.01318359375,410.69576288507244,403.7663270914325,405.2476455783769,14195500,175.0,179.8800048828125,175.0,177.88999938964844,40170500
2024-09-06,232.60000610351562,233.60000610351562,210.50999450683594,210.72999572753906,112177000,222.91254804497814,224.1965806221913,218.75191919539128,219.79705810546875,48423000,156.5416920369977,157.06913580100942,149.82423240095397,150.19244384765625,37912100,399.3621520996094,408.2600456523483,398.4673657515399,406.6793029587105,19609500,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,41466500
2024-09-09,216.1999969482422,219.8699951171875,213.6699981689453,216.27000427246094,67443500,219.79706302441255,220.24497537072617,215.7061019102892,219.8866424560547,67180000,151.97618615473306,152.86307041013015,146.70470865576445,148.1894989013672,39260500,403.3587341308594,406.27167441765806,399.8095040440946,404.8698768958274,15295100,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,29037400
2024-09-10,220.07000732421875,226.39999389648438,218.63999938964844,226.1699981689453,78891100,217.905857501112,220.45399594379384,215.72600018375593,219.09034729003906,51591000,149.9233916452607,150.74052877862417,147.8207764621823,148.13966369628906,31118800,411.7893981933594,413.9069762623546,405.327227721672,405.8243177579556,19594300,177.49000549316406,180.5,176.7899932861328,179.5500030517578,36233800
2024-09-11,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,83548600,220.43410202901993,222.05654079085224,216.88063262193214,221.6285400390625,44587100,149.39525512685503,150.96972670859367,147.00366157798018,150.63092041015625,29607700,420.57794189453125,421.52239474938517,407.19625641616165,413.08181573237965,19266900,180.10000610351562,184.99000549316406,175.72999572753906,184.52000427246094,42564700
2024-09-12,224.66000366210938,231.4499969482422,223.8300018310547,229.80999755859375,71894900,221.46928361366915,222.51442259643306,218.8017058249269,221.738037109375,37455600,153.26167533883327,154.27810941261885,152.11569142274135,154.1485595703125,29621500,424.514892578125,424.8827343519594,417.30708702498356,420.84636566939764,17395700,184.8000030517578,187.41000366210938,183.5399932861328,187.0,33544200
2024-09-13,228.0,232.6699981689453,226.32000732421875,230.2899932861328,59515100,222.54426752163744,223.00212806640087,220.8820056188433,221.46926879882812,36766600,154.88595074662993,157.8256372095464,154.66673478788607,156.9088592529297,29591200,428.0840148925781,429.31678853449597,422.98386601468917,423.3517078052634,15874600,187.0,188.5,185.91000366210938,186.49000549316406,26495400
2024-09-16,229.3000030517578,229.9600067138672,223.52999877929688,226.77999877929688,54323000,215.5368837592455,216.21374159471785,212.92902562434276,215.3179168701172,59357400,156.75938477605303,157.69609704284935,156.05187841649794,157.5067596435547,18379800,428.82965087890625,431.00690777681865,425.7278137476254,428.0939672962221,13834700,185.2899932861328,185.80999755859375,183.36000061035156,184.88999938964844,26065500
2024-09-17,229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,66761600,214.75053008791312,215.89519659483264,213.50632075947794,215.78570556640625,45519300,158.46340663018495,159.98805014794013,157.82564734959053,158.76235961914062,20715600,432.6174621582031,439.27848092894993,429.75421863095636,437.6679140298658,18874200,186.85000610351562,189.4499969482422,186.13999938964844,186.8800048828125,26091700
2024-09-18,230.08999633789062,235.67999267578125,226.8800048828125,227.1999969482422,78010200,216.54222516573412,221.6783256446234,216.53226176931298,219.6676788330078,59894900,159.3004536398648,159.9382128836467,158.04486940518223,159.25062561035156,23677300,428.302734375,433.4923558065776,427.9050683956392,432.46835149823806,18898000,186.4499969482422,188.8000030517578,185.05999755859375,186.42999267578125,34448100
2024-09-19,234.0,244.24000549316406,232.1300048828125,243.9199981689453,102694600,223.94775287051627,228.75538000957175,223.58941994126667,227.8097686767578,66781300,163.13699125474798,163.21669785914023,160.7752763557002,161.57247924804688,26587700,436.1368713378906,438.9305149970845,434.3572804602649,438.6620972919553,21706600,190.0399932861328,190.99000549316406,188.47000122070312,189.8699951171875,39543200
2024-09-20,241.52000427246094,243.99000549316406,235.9199981689453,238.25,99879100,228.90467282845125,232.01021467188832,226.56555305015522,227.1428680419922,318679900,162.9277289392049,163.15691965207134,161.49276669183348,163.0174102783203,40896400,432.73675537109375,436.6836515284863,431.6928784161533,434.6754186759471,55167100,190.22999572753906,191.83999633789062,187.41000366210938,191.60000610351562,100378600
2024-09-23,242.61000061035156,250.0,241.9199981689453,250.0,86927200,226.28686337720748,228.3870895913876,224.76395218553373,225.4208984375,54146000,163.77474245440862,164.91075157825534,161.10411517750074,161.2834930419922,24150900,430.9870300292969,433.9198431554934,427.88519293448667,431.75253779309,15128900,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,36993100
2024-09-24,254.0800018310547,257.19000244140625,249.0500030517578,254.27000427246094,88491000,227.59078065470555,228.28755007923567,224.6843092769655,226.31671142578125,43556100,162.4593543820054,162.64869176894638,160.1275485968345,161.72193908691406,23332100,426.67230224609375,430.82796793229323,423.62016194748605,430.4799988167568,17015800,194.27000427246094,195.3699951171875,190.1300048828125,193.9600067138672,43478900
2024-09-25,252.5399932861328,257.04998779296875,252.27999877929688,257.0199890136719,65034300,223.88800321688734,226.23707111110926,222.9822303399746,225.3213348388672,42308700,160.90482465753527,162.24013074634445,160.73542151540698,160.9247589111328,18869200,429.59515380859375,430.599285430914,426.0757780554542,427.3284243659067,13396400,193.75,193.9499969482422,192.16000366210938,192.52999877929688,26391100
2024-09-26,260.6000061035156,261.75,251.52999877929688,254.22000122070312,67142200,226.24703661091274,227.44147457763864,224.36579263659118,226.4660186767578,36636700,163.067218814265,163.5056811380197,161.71197854328662,162.160400390625,20319300,428.7998352050781,432.7666042682911,426.6325297741478,432.5578349333773,14492000,194.30999755859375,194.52999877929688,189.5399932861328,191.16000366210938,36334900
2024-09-27,257.3800048828125,260.70001220703125,254.1199951171875,260.4599914550781,70988100,227.40166606122023,228.45675318264773,226.24703611440785,226.73475646972656,34026000,162.24013520895764,165.1200191151141,162.06077253778713,163.3761444091797,21101300,425.5289306640625,429.3366572153901,424.982143776937,429.0085608111411,14896100,190.67999267578125,190.89999389648438,187.33999633789062,187.97000122070312,36002300
2024-09-30,259.0400085449219,264.8599853515625,255.77000427246094,261.6300048828125,80705700,228.97434440874213,231.92063903808594,228.58615167195362,231.92063903808594,54541900,162.74835741182983,165.56843851321895,162.6885546502899,165.26950073242188,20413900,427.7956848144531,427.9150119120048,422.8943842039572,425.7178520466358,16807300,187.13999938964844,188.49000549316406,184.64999389648438,186.3300018310547,41583900
2024-10-01,262.6700134277344,263.9800109863281,248.52999877929688,258.0199890136719,87397600,228.45675818805825,228.5861456381701,222.70353511874544,225.16209411621094,63285000,167.10306444107255,168.567920455953,164.0039492592659,166.405517578125,28338100,418.24163818359375,425.9863098334652,416.37257469880086,425.95648564338745,19092900,184.89999389648438,186.19000244140625,183.4499969482422,185.1300048828125,36044900
2024-10-02,247.5500030517578,251.16000366210938,241.5,249.02000427246094,93983900,224.84356992020335,226.31670960653594,221.98686997976517,225.7294464111328,32880600,165.83750220141695,166.93365811188724,164.1534150323221,165.2794647216797,17760200,414.70233154296875,420.35921848784164,414.28476256993423,420.12059464326444,16582300,184.44000244140625,186.60000610351562,184.0399932861328,184.75999450683594,23704100
2024-10-03,244.47999572753906,249.7899932861328,237.80999755859375,240.66000366210938,80729200,224.09704443839323,225.75930638603796,222.28548343692833,224.6245880126953,34044200,163.83454298906406,166.05673338351102,163.3462525916035,165.2794647216797,15073100,414.11578369140625,417.1082451347957,411.8788784861643,415.19943635003835,13686400,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300
2024-10-04,246.69000244140625,250.9600067138672,244.5800018310547,250.0800018310547,86573200,226.84423896960539,226.94378179124593,223.0917145657714,225.7493438720703,37245100,167.47175002072987,167.64115315810446,164.90077877248402,166.47525024414062,19047400,413.6385803222656,417.30710741019845,412.554927626964,415.8058857128688,19169700,185.75,187.60000610351562,183.60000610351562,186.50999450683594,40890300
2024-10-07,249.0,249.8300018310547,240.6999969482422,240.8300018310547,68113300,223.4600206171574,224.64451046166124,220.3047072265611,220.6630401611328,39505400,167.13296079524372,167.8902952287706,162.18035518394854,162.4095458984375,22463100,407.1565246582031,414.68244492002515,406.6196589116371,413.5789195776064,20919800,182.9499969482422,183.60000610351562,180.25,180.8000030517578,42364200
2024-10-08,243.55999755859375,246.2100067138672,240.55999755859375,244.5,56303200,223.26094483680066,224.93315503301397,222.2158058701156,224.72413635253906,31855700,163.3661793794842,164.15340752983812,162.29991729663377,163.8046417236328,23072700,412.2964172363281,413.24090045920747,405.79450128292336,408.50859351504334,19229300,181.9199981689453,183.08999633789062,180.9199981689453,182.72000122070312,26372100
2024-10-09,243.82000732421875,247.42999267578125,239.50999450683594,241.0500030517578,66289500,224.18662246797504,228.68568791487783,223.78848153487698,228.47665405273438,33591100,162.87788805212205,164.26302215555899,159.18088233675397,161.29345703125,31181800,415.0303955078125,417.93341460570645,411.88878290651843,413.4397013585542,14974300,182.82000732421875,185.85000610351562,182.0500030517578,185.1699981689453,26343100
2024-10-10,241.80999755859375,242.7899932861328,232.33999633789062,238.77000427246094,83087100,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500,160.30692382005753,162.4992356244984,159.83856768050705,161.5126953125,14144100,413.41986083984375,414.92108254210694,410.74551386798254,412.81342552487126,13848400,187.1300048828125,188.1300048828125,185.8300018310547,186.64999389648438,27785000
2024-10-11,220.1300048828125,223.33999633789062,214.3800048828125,217.8000030517578,142628900,228.23778864704394,228.34727968813561,226.28686151162026,226.4958953857422,31759200,161.5625095457594,163.32630315770646,160.67562537530787,162.6686248779297,15344300,413.89703369140625,414.70231708134946,410.84489374484957,413.7180885691892,14144900,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,25751600
2024-10-14,220.1300048828125,221.91000366210938,213.74000549316406,219.16000366210938,86291900,227.64056902644597,230.65653166515418,227.54104137845857,230.22853088378906,39882100,163.0672270976598,165.64815793723565,162.82806167108657,164.3826141357422,19016100,416.7006530761719,421.5721293976272,415.09005586184196,415.3386008817118,16653100,189.77999877929688,189.8300018310547,187.36000061035156,187.5399932861328,22614400
2024-10-15,220.00999450683594,224.25999450683594,217.1199951171875,219.57000732421875,62988800,232.527799450427,236.38983016358188,231.29353829774286,232.76669311523438,64751400,165.20970620906303,167.0930903489021,164.05377791978614,164.88087463378906,20247200,416.3029479980469,420.02120204810905,412.84322081195853,419.7229298265709,18900200,187.6300048828125,188.41000366210938,184.5800018310547,187.69000244140625,32178900
2024-10-16,221.39999389648438,222.82000732421875,218.92999267578125,221.3300018310547,49632800,230.52712470524975,231.0447048824563,228.7752681420796,230.70628356933594,34082200,163.95409424486536,165.21965311998426,163.16686617309486,164.58189392089844,16406000,413.6982116699219,413.93680518127485,408.09105177334885,412.7537587941709,15508900,187.0500030517578,187.77999877929688,185.61000061035156,186.88999938964844,23456800
2024-10-17,221.58999633789062,222.0800018310547,217.89999389648438,220.88999938964844,50791800,232.348638945834,232.76670668063704,229.4521309302649,231.07456970214844,32993800,165.1499132702941,165.7876725559894,162.19030754618507,162.35971069335938,21453400,414.2947082519531,420.0410676802283,413.17127995027164,419.9018679111856,14820000,188.22000122070312,188.94000244140625,186.0,187.52999877929688,25039400
2024-10-18,220.7100067138672,222.27999877929688,219.22999572753906,220.6999969482422,49611900,235.0858880500012,235.0858880500012,232.92594240501305,233.91136169433594,46431500,162.61881648917324,164.13350055160433,162.5092008950753,162.84800720214844,19757700,415.7263488769531,417.2076674979936,413.8374127793913,414.7122961104646,17145300,187.14999389648438,190.74000549316406,186.27999877929688,188.99000549316406,37417700
2024-10-21,218.89999389648438,220.47999572753906,215.72999572753906,218.85000610351562,47329000,233.36389625282138,235.752787252213,233.36389625282138,235.38449096679688,36254500,162.37965259131107,163.9242304481603,162.05080580588782,163.49574279785156,20946500,416.3427429199219,416.5216880571269,411.3420182082338,413.6982202013397,14206100,188.0500030517578,189.4600067138672,186.39999389648438,189.07000732421875,24639400
2024-10-22,217.30999755859375,218.22000122070312,215.25999450683594,217.97000122070312,43268700,232.80651969699693,235.12572795126604,231.52250221800776,234.76739501953125,38846600,162.40953792060841,165.18978095934807,162.40953792060841,164.56198120117188,16568100,425.0219421386719,428.07405197206367,415.6070554250592,416.0544182638452,25482200,188.35000610351562,191.52000427246094,186.97999572753906,189.6999969482422,29650600
2024-10-23,217.1300048828125,218.72000122070312,212.11000061035156,213.64999389648438,80938900,232.99562158724072,234.05070868615385,226.70489182210235,229.6909942626953,52287000,164.1833163789022,165.23961903467116,161.36321986596107,162.2102508544922,18280500,422.1288757324219,428.5711433507003,420.0709156477079,428.35242251551375,19654400,188.85000610351562,189.16000366210938,183.69000244140625,184.7100067138672,31937100
2024-10-24,244.67999267578125,262.1199951171875,242.64999389648438,260.4800109863281,204491900,228.9146289407981,229.75074924052936,227.35190975750177,229.5019073486328,31109500,162.26005197928703,162.75830184158096,160.44641518195513,162.1504364013672,22412500,422.25811767578125,423.5008427798279,419.94166109145596,422.85460145374896,13581600,185.25,187.11000061035156,183.86000061035156,186.3800048828125,21647400
2024-10-25,256.010009765625,269.489990234375,255.32000732421875,269.19000244140625,161611900,228.6757506783198,232.13962556438537,228.5065400142299,230.3380126953125,38802300,163.09712253766725,165.01040035361328,162.84799758446522,164.6915283203125,19828900,425.658203125,430.0027653012564,424.0874119188817,424.2763085648032,16899100,187.85000610351562,190.4499969482422,187.52999877929688,187.8300018310547,29362100
2024-10-28,270.0,273.5400085449219,262.239990234375,262.510009765625,107653600,232.23917058038825,233.6426273223557,231.4727332926884,232.31878662109375,36087100,168.1593374233331,168.1593374233331,163.37613545110455,166.13644409179688,32138600,424.1072692871094,429.426138690306,423.8189485737485,429.14776948636137,14882400,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,27930800
2024-10-29,264.510009765625,264.9800109863281,255.50999450683594,259.5199890136719,80521800,232.02018805231754,233.24448591818899,231.24380255804743,232.58753967285156,35417200,167.1429183888465,169.7836521589055,166.5051590823556,169.08609008789062,42169000,429.43609619140625,430.64899709836675,423.32186444879665,425.5090727531412,17644100,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,35690200
2024-10-30,258.0400085449219,263.3500061035156,255.82000732421875,257.54998779296875,53993600,231.53245531359053,232.38847204702165,228.48663292359964,229.03408813476562,47070900,180.04756432112097,181.38288551840023,173.45074095946555,173.84934997558594,68890800,430.0127258300781,435.9479823564893,429.5852356603292,434.8941538571239,29749100,194.6999969482422,195.61000061035156,192.4199981689453,192.72999572753906,37707600
2024-10-31,257.989990234375,259.75,249.25,249.85000610351562,66575300,228.27758291037028,228.76531846185907,224.32597264925337,224.8634796142578,64370100,172.52402713190767,176.20111408023234,170.40147754587736,170.51109313964844,44769000,403.9850769042969,413.7379809491165,403.93534969689097,412.9426186903331,53971000,190.50999450683594,190.60000610351562,185.22999572753906,186.39999389648438,75146800
2024-11-01,252.0399932861328,254.0,246.6300048828125,248.97999572753906,57544800,219.94634980146594,224.30606415529357,219.2495956140762,221.8773651123047,65276700,169.47472917286686,171.71685373461872,168.28889197179058,170.69044494628906,31796500,407.981689453125,413.0818383039077,405.12839737386855,406.6296190582037,24230400,199.0,200.5,197.02000427246094,197.92999267578125,99687800
2024-11-04,244.55999755859375,248.89999389648438,238.8800048828125,242.83999633789062,68802400,219.96627293386246,221.75792231303782,218.69220372782075,220.98153686523438,44944500,169.33521618307327,170.13241912284502,167.42193825084985,168.64764404296875,21492700,406.0827941894531,408.03140902561756,403.2096294840388,407.414991879503,19672300,196.4499969482422,197.3300018310547,194.30999755859375,195.77999877929688,38492100
2024-11-05,247.33999633789062,255.27999877929688,246.2100067138672,251.44000244140625,69282500,220.77253601507735,222.91257027302564,220.11558975602287,222.41488647460938,28111300,168.83694632662065,169.93310214015253,168.2490151199897,169.1458740234375,18242100,409.0653381347656,412.4853201284023,405.7050045203228,405.99332524640585,17626000,196.0399932861328,199.82000732421875,195.99000549316406,199.5,30564800
2024-11-06,284.6700134277344,289.5899963378906,275.6199951171875,288.5299987792969,165228700,221.57875664968802,225.02273483375984,220.16533664224426,221.68824768066406,54561100,173.19167534337777,176.32068423475533,172.8927223501112,175.89218139648438,33695500,417.73455810546875,418.00300613139274,408.1307753660983,410.01974169679755,26681800,200.00999450683594,207.5500030517578,199.13999938964844,207.08999633789062,72292200
2024-11-07,288.8900146484375,299.75,285.5199890136719,296.9100036621094,117309200,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,176.78903438230748,180.44618684879632,176.56980320837033,180.11734008789062,25352900,422.9540100097656,424.3657590257446,417.43632288625736,418.8281688837221,19901800,207.44000244140625,212.25,207.19000244140625,210.0500030517578,52878400
2024-11-08,299.1400146484375,328.7099914550781,297.6600036621094,321.2200012207031,204782800,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,180.01769126784052,180.2668162295759,177.4566945679988,177.7257537841797,22006200,420.0808410644531,424.0177855133015,419.32525452801985,422.8446603519728,16891400,209.72000122070312,209.9600067138672,207.44000244140625,208.17999267578125,36075800
2024-11-11,346.29998779296875,358.6400146484375,336.0,350.0,210521600,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600,177.9549259385063,179.91803164874506,177.84531035855562,179.71873474121094,17450400,415.57720947265625,422.3376216288976,413.5788978774876,420.0609408352946,24503300,208.5,209.64999389648438,205.58999633789062,206.83999633789062,35456000
2024-11-12,342.739990234375,345.8399963378906,323.30999755859375,328.489990234375,155726000,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300,179.19061113228446,181.85126391911678,178.76210828805725,180.9842987060547,25134900,420.5679931640625,421.969790701444,414.77193671429194,415.81581365023004,19401200,208.3699951171875,209.5399932861328,206.00999450683594,208.91000366210938,38942900
2024-11-13,335.8500061035156,344.6000061035156,322.5,330.239990234375,125405600,223.2175800878685,225.84824072641777,221.97200184604,224.3236541748047,48566200,179.82836251665194,180.32661242196693,177.91506949950764,178.25389099121094,23184000,422.7253723144531,426.8313104637277,415.7760330857976,419.1860937392156,21502200,209.39999389648438,215.08999633789062,209.13999938964844,214.10000610351562,46212900
2024-11-14,327.69000244140625,329.9800109863281,310.3699951171875,311.17999267578125,120726100,224.22402706703753,228.06039910056816,224.20409355692922,227.41270446777344,44923900,177.65600078794756,178.19411924845363,173.7098697026846,174.9654541015625,31007500,424.4055480957031,425.6780973820496,417.5556327945319,422.526533184943,30246900,214.16000366210938,215.89999389648438,210.8800048828125,211.47999572753906,42620300
2024-11-15,310.57000732421875,324.67999267578125,309.2200012207031,320.7200012207031,114440300,225.59914322363005,226.11730807125568,223.47668806811174,224.2041015625,47923700,173.1219110429033,173.5304796221041,170.6207019459313,171.88626098632812,32504600,412.5847473144531,420.3393400677491,411.23267692258383,417.3767027455775,28247600,206.75999450683594,207.33999633789062,199.61000061035156,202.61000061035156,86591100
2024-11-18,340.7300109863281,348.54998779296875,330.010009765625,338.739990234375,126085600,224.45320372664565,228.92732633570628,224.3734848929754,227.21340942382812,44633700,172.81300724593382,174.8259412596543,172.2948230511839,174.68643188476562,20135300,413.34033203125,415.9649517435253,409.7016291897124,412.4554971706168,24727000,204.14999389648438,204.6699981689453,200.9499969482422,201.6999969482422,36409900
2024-11-19,335.760009765625,347.3800048828125,332.75,346.0,88852500,226.17708394083317,229.34584301691135,225.8582238051146,227.4724884033203,36211800,173.11194329745103,178.2439110911755,172.95249968308408,177.4965362548828,23434900,415.3584899902344,415.5076109291685,409.154785870871,410.7057043157201,18133500,199.3300018310547,205.3000030517578,198.77999877929688,204.61000061035156,31197900
2024-11-20,345.0,346.6000061035156,334.29998779296875,342.0299987792969,66340700,227.25326410482543,229.11664435033194,225.0909420304879,228.18994140625,35169600,176.71928463110325,177.05809094017042,173.17174749997304,175.36404418945312,18997100,413.0718688964844,414.86141123218795,408.19044109637775,414.4438422518667,19191700,202.97999572753906,203.1300048828125,199.4499969482422,202.8800048828125,32769000
2024-11-21,343.80999755859375,347.989990234375,335.2799987792969,339.6400146484375,58011700,228.07038183414417,229.3458528412815,224.91159698015457,227.71165466308594,42108300,173.29130117812963,173.5205070694754,163.12700672607806,167.0432586669922,59734400,411.2887268066406,418.1722655525636,408.7186214344056,417.8933391524707,20780200,203.49000549316406,203.49000549316406,195.75,198.3800048828125,58800000
2024-11-22,341.0899963378906,361.5299987792969,337.70001220703125,352.55999755859375,89140700,227.2532745036032,229.90386885981255,227.2532745036032,229.05686950683594,38168300,165.26950018604143,165.87736568062007,163.32631338500155,164.1833038330078,38604600,415.4029235839844,415.80138553605957,409.4856708735379,409.7944811664486,24814600,198.25,199.25999450683594,196.75,197.1199951171875,31530800
2024-11-25,360.1400146484375,361.92999267578125,338.20001220703125,338.5899963378906,95890900,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800,165.50866449547075,168.03978275271885,165.03034880168926,167.06320190429688,33135300,417.1860656738281,419.46727321033643,413.2611532266888,416.7776323033626,27691100,199.27999877929688,201.9499969482422,199.0,201.4499969482422,40685700
2024-11-26,341.0,346.9599914550781,335.6600036621094,338.2300109863281,62295900,232.50463944229026,234.73672132395913,232.50463944229026,234.228515625,45986200,167.0432706454683,169.2256076965816,166.9934426131079,168.52804565429688,20486700,426.350830078125,427.396826920373,417.24585120009374,417.98300734363517,23458900,201.89999389648438,208.0,201.7899932861328,207.86000061035156,41673700
2024-11-27,341.79998779296875,342.54998779296875,326.5899963378906,332.8900146484375,57896400,233.6405889619916,234.85627456038557,232.98291999142185,234.0989532470703,33498400,168.40847408769383,168.88678975659008,167.4319084954612,168.63766479492188,19266500,421.3699951171875,425.5937771564677,420.4037088714897,423.48187093647766,18332400,206.97999572753906,207.63999938964844,205.0500030517578,205.74000549316406,28061600
